id,date,method,pathname,status,timestamp,level,event_message,log_type,log_count,logs,auth_user
8215422c-6f7f-4c08-be19-59ed40af8255,"""2026-09-22T11:19:51.882Z""",GET,/rest/v1/AIConsultant,200,2026-09-22T11:19:51.882000,success,GET | 200 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/AIConsultant?select=*&isActive=eq.true&order=isFeatured.desc%2Crating.desc&limit=6 | node,edge,null,[],null
90636b27-c1f2-455a-9395-909e6ff44a04,"""2026-09-22T11:19:51.879Z""",GET,/rest/v1/Post,400,2026-09-22T11:19:51.879000,warning,GET | 400 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/Post?select=id%2Ccontent%2C%22mediaUrls%22%2C%22cheerCount%22%2C%22commentCount%22%2C%22createdAt%22%2Cauthor%3AUser%21Post_authorId_fkey%28id%2Cname%2Cusername%2Cavatar%29&isFlagged=eq.false&order=createdAt.desc&limit=12 | node,edge,null,[],null
e55e64a1-4cb9-4d34-972a-12cd0ac9bc98,"""2026-09-22T11:19:51.878Z""",GET,/rest/v1/Consultant,400,2026-09-22T11:19:51.878000,warning,GET | 400 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/Consultant?select=id%2Ccategory%2Crating%2C%22sparkScore%22%2C%22perMinuteRate%22%2Cspecialties%2Cuser%3AUser%21Consultant_userId_fkey%28id%2Cname%2Cusername%2Cavatar%2Cis_online%29&status=eq.VERIFIED&isActive=eq.true&order=sparkScore.desc&limit=8 | node,edge,null,[],null
ce775a37-acb1-4b2e-90e2-348b3b971bef,"""2026-09-22T11:19:29.453Z""",GET,/rest/v1/ConversationParticipant,200,2026-09-22T11:19:29.453000,success,GET | 200 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/ConversationParticipant?select=conversationId&userId=eq.f39ca8ac-fb40-4a9a-8ca1-81737bab5dbb | node,edge,null,[],f39ca8ac-fb40-4a9a-8ca1-81737bab5dbb
91cc2817-67aa-429a-b9ac-6c905404bce4,"""2026-09-22T11:19:29.446Z""",GET,/rest/v1/ConversationParticipant,200,2026-09-22T11:19:29.446000,success,GET | 200 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/ConversationParticipant?select=userId&conversationId=eq.f029fcbe-cfd7-4727-97b7-fddbc6667799&userId=eq.f39ca8ac-fb40-4a9a-8ca1-81737bab5dbb | node,edge,null,[],f39ca8ac-fb40-4a9a-8ca1-81737bab5dbb
06bf241c-90f4-4d9f-b867-84e295639c9b,"""2026-09-22T11:19:29.133Z""",GET,/auth/v1/user,200,2026-09-22T11:19:29.133000,success,GET | 200 | https://zyrunsnweznyrhuroduo.supabase.co/auth/v1/user | node,edge,null,[],f39ca8ac-fb40-4a9a-8ca1-81737bab5dbb
97fc3822-4459-43d3-a3cf-5cfe55bdebe7,"""2026-09-22T11:19:27.740Z""",POST,/rest/v1/rpc/get_or_create_conversation,200,2026-09-22T11:19:27.740000,success,POST | 200 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/rpc/get_or_create_conversation | node,edge,null,[],f39ca8ac-fb40-4a9a-8ca1-81737bab5dbb
995cf174-c06d-44fa-b368-de5fb2e410e4,"""2026-09-22T11:19:27.440Z""",GET,/auth/v1/user,200,2026-09-22T11:19:27.440000,success,GET | 200 | https://zyrunsnweznyrhuroduo.supabase.co/auth/v1/user | node,edge,null,[],f39ca8ac-fb40-4a9a-8ca1-81737bab5dbb
1122ef11-840c-4e82-be44-e839f5daf8bc,"""2026-09-22T11:19:20.245Z""",GET,/rest/v1/AIConsultant,200,2026-09-22T11:19:20.245000,success,GET | 200 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/AIConsultant?select=*&id=eq.0dc3aeda-3c11-4f14-e75c-2ab7ff71f2f5 | node,edge,null,[],null
5e94cc57-ebfc-4cfc-96cc-34293b35815d,"""2026-09-22T11:19:16.346Z""",GET,/rest/v1/AIConsultant,200,2026-09-22T11:19:16.346000,success,GET | 200 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/AIConsultant?select=*&isActive=eq.true&order=isFeatured.desc%2Crating.desc&limit=6 | node,edge,null,[],null
cfa59276-7747-44ec-8be3-56e47d53c391,"""2026-09-22T11:19:16.344Z""",GET,/rest/v1/Consultant,400,2026-09-22T11:19:16.344000,warning,GET | 400 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/Consultant?select=id%2Ccategory%2Crating%2C%22sparkScore%22%2C%22perMinuteRate%22%2Cspecialties%2Cuser%3AUser%21Consultant_userId_fkey%28id%2Cname%2Cusername%2Cavatar%2Cis_online%29&status=eq.VERIFIED&isActive=eq.true&order=sparkScore.desc&limit=8 | node,edge,null,[],null
26d6e06a-33a7-45af-b8ad-9f7420d9ca1d,"""2026-09-22T11:19:16.342Z""",GET,/rest/v1/Post,400,2026-09-22T11:19:16.342000,warning,GET | 400 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/Post?select=id%2Ccontent%2C%22mediaUrls%22%2C%22cheerCount%22%2C%22commentCount%22%2C%22createdAt%22%2Cauthor%3AUser%21Post_authorId_fkey%28id%2Cname%2Cusername%2Cavatar%29&isFlagged=eq.false&order=createdAt.desc&limit=12 | node,edge,null,[],null
a23fb087-f3cf-46ca-aa66-d2bf8b37c94d,"""2026-09-22T11:19:04.868Z""",GET,/rest/v1/Transaction,400,2026-09-22T11:19:04.868000,warning,GET | 400 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/Transaction?select=id%2Ctype%2Camount%2Cbalance%2Cdescription%2C%22createdAt%22%2Cwallet%3AWallet%21Transaction_walletId_fkey%21inner%28%22userId%22%29&wallet.userId=eq.f39ca8ac-fb40-4a9a-8ca1-81737bab5dbb&order=createdAt.desc&limit=10 | node,edge,null,[],f39ca8ac-fb40-4a9a-8ca1-81737bab5dbb
9aa2115c-8583-416d-8e1f-45d679ba99a7,"""2026-09-22T11:19:04.860Z""",GET,/rest/v1/User,200,2026-09-22T11:19:04.860000,success,GET | 200 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/User?select=*&id=eq.f39ca8ac-fb40-4a9a-8ca1-81737bab5dbb | node,edge,null,[],f39ca8ac-fb40-4a9a-8ca1-81737bab5dbb
cd1db7a8-2e26-40fe-be93-785b5f06c841,"""2026-09-22T11:19:03.800Z""",GET,/auth/v1/user,200,2026-09-22T11:19:03.800000,success,GET | 200 | https://zyrunsnweznyrhuroduo.supabase.co/auth/v1/user | node,edge,null,[],f39ca8ac-fb40-4a9a-8ca1-81737bab5dbb
1d23e8e1-bd66-4b2d-9b0a-b6496c2709dd,"""2026-09-22T11:19:03.759Z""",GET,/auth/v1/user,200,2026-09-22T11:19:03.759000,success,"GET | 200 | https://zyrunsnweznyrhuroduo.supabase.co/auth/v1/user | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",edge,null,[],f39ca8ac-fb40-4a9a-8ca1-81737bab5dbb
026bcb44-5e3d-43c9-934e-3d9b4cdc029c,"""2026-09-22T11:19:03.708Z""",OPTIONS,/auth/v1/user,200,2026-09-22T11:19:03.708000,success,"OPTIONS | 200 | https://zyrunsnweznyrhuroduo.supabase.co/auth/v1/user | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",edge,null,[],null
d5cd22b1-dee7-47f7-b4b4-2e076635a57a,"""2026-09-22T11:19:00.055Z""",,,00000,2026-09-22T11:19:00.055000,success,"AUDIT: SESSION,1,2,WRITE,UPDATE,TABLE,public._mv_refresh_log,""UPDATE public._mv_refresh_log
    SET last_refresh_at = now(),
        refresh_count   = refresh_count + 1,
        duration_ms     = (EXTRACT(EPOCH FROM (clock_timestamp() - v_t0)) * 1000)::int,
        row_count       = v_rows
    WHERE mv_name = 'mv_consultant_directory'"",<not logged>",postgres,null,[],null
9ea473c2-04e8-416b-bc13-09dd90fef3ce,"""2026-09-22T11:19:00.054Z""",,,00000,2026-09-22T11:19:00.054000,success,"AUDIT: SESSION,1,1,DDL,REFRESH MATERIALIZED VIEW,MATERIALIZED VIEW,public.mv_consultant_directory,""REFRESH MATERIALIZED VIEW public.""""mv_consultant_directory"""""",<not logged>",postgres,null,[],null
79f7a017-5ba1-4756-a722-f164fe731bf9,"""2026-09-22T11:19:00.039Z""",,,00000,2026-09-22T11:19:00.039000,success,"AUDIT: SESSION,1,1,WRITE,UPDATE,TABLE,""public.""""User"""""",""UPDATE public.""""User""""
  SET """"is_online"""" = false, """"updatedAt"""" = now()
  WHERE """"is_online"""" = true
    AND (""""lastSeenAt"""" IS NULL
         OR """"lastSeenAt"""" < now() - (p_stale_after_seconds || ' seconds')::interval)"",<not logged>",postgres,null,[],null
e011133d-b6a0-4fa5-83c5-f86e0b5afa44,"""2026-09-22T11:19:00.020Z""",,,00000,2026-09-22T11:19:00.020000,success,"cron job 3 starting:  SELECT public.refresh_consultant_directory(); ",postgres,null,[],null
ee76727b-17e8-4e84-a4cf-2817fcbdeb04,"""2026-09-22T11:19:00.002Z""",,,00000,2026-09-22T11:19:00.002000,success,cron job 1 starting: SELECT public.cleanup_stale_online_users(120);,postgres,null,[],null
1c1d5000-5472-4c6e-8cab-286a61c7638f,"""2026-09-22T11:18:19.104Z""",GET,/rest/v1/ConversationParticipant,200,2026-09-22T11:18:19.104000,success,GET | 200 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/ConversationParticipant?select=conversationId&userId=eq.f39ca8ac-fb40-4a9a-8ca1-81737bab5dbb | node,edge,null,[],f39ca8ac-fb40-4a9a-8ca1-81737bab5dbb
fe14c057-768c-47a6-a6b2-a9537bfc200b,"""2026-09-22T11:18:18.750Z""",GET,/auth/v1/user,200,2026-09-22T11:18:18.750000,success,GET | 200 | https://zyrunsnweznyrhuroduo.supabase.co/auth/v1/user | node,edge,null,[],f39ca8ac-fb40-4a9a-8ca1-81737bab5dbb
8808a86a-0ec2-4e92-ab9e-a7e483cc1037,"""2026-09-22T11:18:17.886Z""",GET,/realtime/v1/websocket,101,2026-09-22T11:18:17.886000,success,"GET | 101 | https://zyrunsnweznyrhuroduo.supabase.co/realtime/v1/websocket?apikey=REDACTED&vsn=2.0.0 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",edge,null,[],null
fae8068a-fa2b-4cfc-86ec-19b228234c29,"""2026-09-22T11:18:16.623Z""",GET,/rest/v1/User,400,2026-09-22T11:18:16.623000,warning,GET | 400 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/User?select=id%2Crole%2Cname%2Cavatar%2Cwallet%3AWallet%21Wallet_userId_fkey%28balance%29&id=eq.f39ca8ac-fb40-4a9a-8ca1-81737bab5dbb | node,edge,null,[],f39ca8ac-fb40-4a9a-8ca1-81737bab5dbb
0cc4aede-f820-4ff6-9cef-38f2aa23e21e,"""2026-09-22T11:18:15.784Z""",POST,/rest/v1/rpc/search_consultants,200,2026-09-22T11:18:15.784000,success,POST | 200 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/rpc/search_consultants | node,edge,null,[],f39ca8ac-fb40-4a9a-8ca1-81737bab5dbb
c5086b07-98bf-4168-820d-a599bb4d3aa9,"""2026-09-22T11:18:15.782Z""",GET,/auth/v1/user,200,2026-09-22T11:18:15.782000,success,GET | 200 | https://zyrunsnweznyrhuroduo.supabase.co/auth/v1/user | node,edge,null,[],f39ca8ac-fb40-4a9a-8ca1-81737bab5dbb
c9533bed-77f9-4b15-99a4-ac727173521b,"""2026-09-22T11:18:14.244Z""",POST,/auth/v1/token,200,2026-09-22T11:18:14.244000,success,POST | 200 | https://zyrunsnweznyrhuroduo.supabase.co/auth/v1/token?grant_type=pkce | node,edge,null,[],null
2f356785-1924-44a4-9578-fe85afcce5db,"""2026-09-22T11:18:13.655Z""",GET,/auth/v1/callback,302,2026-09-22T11:18:13.655000,success,"GET | 302 | https://zyrunsnweznyrhuroduo.supabase.co/auth/v1/callback?state=8ee4c409-4670-4668-b019-cb70fdddbee8&iss=https%3A%2F%2Faccounts.google.com&code=4%2F0ATsMZqAwMtHziwTY-Tz1wJ7nQiRLo9jJEYBzU3zg7BxmWN1x_f_fDZUzj7GfNSuBl1pVMQ&scope=email+profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email+openid&authuser=0&prompt=consent | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",edge,null,[],null
d4edb344-e567-4ad5-aa19-7ff7cc75a15f,"""2026-09-22T11:18:05.611Z""",GET,/auth/v1/authorize,302,2026-09-22T11:18:05.611000,success,"GET | 302 | https://zyrunsnweznyrhuroduo.supabase.co/auth/v1/authorize?provider=google&redirect_to=https%3A%2F%2Fzeal-web-red.vercel.app%2Fauth%2Fcallback%3Fnext%3D%252Fexplore%26intent%3Duser&code_challenge=kCVtyggc3w5QMLY9K17_l7XgdArI3heHyU9ZkfXBySk&code_challenge_method=s256&access_type=offline&prompt=consent | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",edge,null,[],null
5b786ef8-1029-4507-85ce-3be12c9a6d8f,"""2026-09-22T11:18:00.096Z""",,,00000,2026-09-22T11:18:00.096000,success,"AUDIT: SESSION,1,2,WRITE,UPDATE,TABLE,public._mv_refresh_log,""UPDATE public._mv_refresh_log
    SET last_refresh_at = now(),
        refresh_count   = refresh_count + 1,
        duration_ms     = (EXTRACT(EPOCH FROM (clock_timestamp() - v_t0)) * 1000)::int,
        row_count       = v_rows
    WHERE mv_name = 'mv_consultant_directory'"",<not logged>",postgres,null,[],null
d2738cf6-0a09-413f-bc14-54f8194615d8,"""2026-09-22T11:18:00.095Z""",,,00000,2026-09-22T11:18:00.095000,success,"AUDIT: SESSION,1,1,DDL,REFRESH MATERIALIZED VIEW,MATERIALIZED VIEW,public.mv_consultant_directory,""REFRESH MATERIALIZED VIEW public.""""mv_consultant_directory"""""",<not logged>",postgres,null,[],null
23cf4028-838e-4504-ab1e-72bb0033b960,"""2026-09-22T11:18:00.081Z""",,,00000,2026-09-22T11:18:00.081000,success,"AUDIT: SESSION,1,1,WRITE,UPDATE,TABLE,""public.""""User"""""",""UPDATE public.""""User""""
  SET """"is_online"""" = false, """"updatedAt"""" = now()
  WHERE """"is_online"""" = true
    AND (""""lastSeenAt"""" IS NULL
         OR """"lastSeenAt"""" < now() - (p_stale_after_seconds || ' seconds')::interval)"",<not logged>",postgres,null,[],null
e0c7995a-5883-447b-9ea0-607b37cf455a,"""2026-09-22T11:18:00.034Z""",,,00000,2026-09-22T11:18:00.034000,success,"cron job 3 starting:  SELECT public.refresh_consultant_directory(); ",postgres,null,[],null
15887b35-b311-43ab-945d-f4327b37ab73,"""2026-09-22T11:18:00.012Z""",,,00000,2026-09-22T11:18:00.012000,success,cron job 1 starting: SELECT public.cleanup_stale_online_users(120);,postgres,null,[],null
2a48ac7b-d5d7-4c4e-b78f-f71528998385,"""2026-09-22T11:17:54.693Z""",GET,/rest/v1/AIConsultant,200,2026-09-22T11:17:54.693000,success,GET | 200 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/AIConsultant?select=*&id=eq.610b2ec0-0410-2369-1ab2-d848d84849fb | node,edge,null,[],null
c704673e-6bbc-47e4-9cd5-31f44e12048a,"""2026-09-22T11:17:50.654Z""",GET,/realtime/v1/websocket,101,2026-09-22T11:17:50.654000,success,"GET | 101 | https://zyrunsnweznyrhuroduo.supabase.co/realtime/v1/websocket?apikey=REDACTED&eventsPerSecond=20&vsn=2.0.0 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",edge,null,[],null
489ff2f6-9326-4de4-bd28-19b493562056,"""2026-09-22T11:17:49.201Z""",,,00000,2026-09-22T11:17:49.201000,success,"starting logical decoding for slot ""supabase_realtime_messages_replication_slot_2_137_12_3e6fc57""",postgres,null,[],null
242e4098-06a8-4c11-a393-23bbcbb14a85,"""2026-09-22T11:17:49.201Z""",,,00000,2026-09-22T11:17:49.201000,success,logical decoding found consistent point at 7/9B000D38,postgres,null,[],null
8e514ead-0b9c-42b5-9a46-a68edf3bb4be,"""2026-09-22T11:17:49.200Z""",,,00000,2026-09-22T11:17:49.200000,success,logical decoding found consistent point at 7/9B000D38,postgres,null,[],null
5d43d1f3-a259-45c8-900b-266425db7b17,"""2026-09-22T11:17:48.752Z""",GET,/realtime/v1/websocket,101,2026-09-22T11:17:48.752000,success,"GET | 101 | https://zyrunsnweznyrhuroduo.supabase.co/realtime/v1/websocket?apikey=REDACTED&eventsPerSecond=20&vsn=2.0.0 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",edge,null,[],null
63ed1982-8400-4473-af6b-d79811dd32eb,"""2026-09-22T11:17:48.364Z""",GET,/realtime/v1/websocket,101,2026-09-22T11:17:48.364000,success,"GET | 101 | https://zyrunsnweznyrhuroduo.supabase.co/realtime/v1/websocket?apikey=REDACTED&eventsPerSecond=20&vsn=2.0.0 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",edge,null,[],null
194b9c0a-672c-410d-940b-d1a21dfd9aa5,"""2026-09-22T11:17:47.631Z""",GET,/rest/v1/AIConsultant,200,2026-09-22T11:17:47.631000,success,GET | 200 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/AIConsultant?select=*&isActive=eq.true&order=isFeatured.desc%2Crating.desc&limit=6 | node,edge,null,[],null
86d5b40b-f2e2-4fc8-8a83-795a2ada061e,"""2026-09-22T11:17:47.628Z""",GET,/rest/v1/Consultant,400,2026-09-22T11:17:47.628000,warning,GET | 400 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/Consultant?select=id%2Ccategory%2Crating%2C%22sparkScore%22%2C%22perMinuteRate%22%2Cspecialties%2Cuser%3AUser%21Consultant_userId_fkey%28id%2Cname%2Cusername%2Cavatar%2Cis_online%29&status=eq.VERIFIED&isActive=eq.true&order=sparkScore.desc&limit=8 | node,edge,null,[],null
73c0c984-6947-43a2-8805-066d2000234c,"""2026-09-22T11:17:47.628Z""",GET,/rest/v1/Post,400,2026-09-22T11:17:47.628000,warning,GET | 400 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/Post?select=id%2Ccontent%2C%22mediaUrls%22%2C%22cheerCount%22%2C%22commentCount%22%2C%22createdAt%22%2Cauthor%3AUser%21Post_authorId_fkey%28id%2Cname%2Cusername%2Cavatar%29&isFlagged=eq.false&order=createdAt.desc&limit=12 | node,edge,null,[],null
055bdf98-22ec-4a9d-8012-a84c2ba2b8e4,"""2026-09-22T11:17:47.368Z""",GET,/rest/v1/Post,400,2026-09-22T11:17:47.368000,warning,GET | 400 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/Post?select=id%2Ccontent%2C%22mediaUrls%22%2C%22cheerCount%22%2C%22commentCount%22%2C%22createdAt%22%2Cauthor%3AUser%21Post_authorId_fkey%28id%2Cname%2Cusername%2Cavatar%29&isFlagged=eq.false&order=createdAt.desc&limit=12 | node,edge,null,[],null
cdde1064-9ce7-4e7f-b025-bf6ab28143fd,"""2026-09-22T11:17:47.367Z""",GET,/rest/v1/Consultant,400,2026-09-22T11:17:47.367000,warning,GET | 400 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/Consultant?select=id%2Ccategory%2Crating%2C%22sparkScore%22%2C%22perMinuteRate%22%2Cspecialties%2Cuser%3AUser%21Consultant_userId_fkey%28id%2Cname%2Cusername%2Cavatar%2Cis_online%29&status=eq.VERIFIED&isActive=eq.true&order=sparkScore.desc&limit=8 | node,edge,null,[],null
95f0a920-f1df-4ab3-bd03-ade33890d079,"""2026-09-22T11:17:47.354Z""",GET,/rest/v1/AIConsultant,200,2026-09-22T11:17:47.354000,success,GET | 200 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/AIConsultant?select=*&isActive=eq.true&order=isFeatured.desc%2Crating.desc&limit=6 | node,edge,null,[],null
39f327d5-90d7-4fc1-ab59-d77058f9836c,"""2026-09-22T11:17:47.023Z""",GET,/rest/v1/Post,400,2026-09-22T11:17:47.023000,warning,GET | 400 | https://zyrunsnweznyrhuroduo.supabase.co/rest/v1/Post?select=id%2Ccontent%2C%22mediaUrls%22%2C%22cheerCount%22%2C%22commentCount%22%2C%22createdAt%22%2Cauthor%3AUser%21Post_authorId_fkey%28id%2Cname%2Cusername%2Cavatar%29&isFlagged=eq.false&order=createdAt.desc&limit=12 | node,edge,null,[],null
